mountain_no,mountain_name,summit_candidate_id,source_gpx_basename,track_name,candidate_ele_m,mountain_elevation_m,elevation_diff_m,location_refined_candidate_score,location_refined_rank_for_mountain,location_refined_rank_for_summit_candidate,score_gap_to_next_candidate,mutual_top1,mutual_top3,confidence,review_priority,compact_review_priority,review_bucket,location_refinement_level,csv_municipality,csv_island,matched_terms,nearest_display_name,review_reason_codes,review_priority_reason_codes,compact_review_reason_codes,notes
15,白滝山,summit-candidate:ea5f711625df386b,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,510.2597700981308,504,6.26,0.7875,1,1,0.051,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,伊予市,,伊予市,"大平砥部線, 鵜崎, 伊予市, 伊予郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=白滝山(#15); candidate=summit-candidate:ea5f711625df386b; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
15,白滝山,summit-candidate:2c817617699a0a45,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,485.20803085647475,504,18.79,0.7365,2,2,0.051,false,true,medium,medium,low,low_priority,exact_municipality_match,伊予市,,伊予市,"大平砥部線, 鵜崎, 伊予市, 伊予郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=白滝山(#15); candidate=summit-candidate:2c817617699a0a45; ref_score=0.7365; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
15,白滝山,summit-candidate:0eff3d1ea2b48d73,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,456.90483803547824,504,47.1,0.6855,3,3,0.051,false,true,medium,medium,low,low_priority,exact_municipality_match,伊予市,,伊予市,"伊予市, 愛媛県, 799-3193, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=白滝山(#15); candidate=summit-candidate:0eff3d1ea2b48d73; ref_score=0.6855; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
16,障子山,summit-candidate:a0ef25e9a532b62e,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,888.5027304594954,885,3.5,0.728,1,1,0.0935,true,true,medium,high,high,resolve_conflict,exact_municipality_match,伊予市,,伊予,"鵜崎, 砥部町, 伊予郡, 愛媛県, 791-2133, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|location_mismatch_warning,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=障子山(#16); candidate=summit-candidate:a0ef25e9a532b62e; ref_score=0.728; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
16,障子山,summit-candidate:0eff3d1ea2b48d73,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,456.90483803547824,885,428.1,0.6345,2,4,0,false,false,medium,medium,low,low_priority,exact_municipality_match,伊予市,,伊予市,"伊予市, 愛媛県, 799-3193, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=障子山(#16); candidate=summit-candidate:0eff3d1ea2b48d73; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
16,障子山,summit-candidate:2c817617699a0a45,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,485.20803085647475,885,399.79,0.6345,3,4,0,false,false,medium,medium,low,low_priority,exact_municipality_match,伊予市,,伊予市,"大平砥部線, 鵜崎, 伊予市, 伊予郡, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=障子山(#16); candidate=summit-candidate:2c817617699a0a45; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
17,伽藍山,summit-candidate:da46e12c02d47edf,yamap_2022-02-09_10_01.gpx,佐田岬と伽藍山,413.7400702411658,414,0.26,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,伊方町,,伊方町,"松, 伊方町, 西宇和郡, 愛媛県, 796-0899, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=伽藍山(#17); candidate=summit-candidate:da46e12c02d47edf; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
17,伽藍山,summit-candidate:40d5b4863907057a,yamap_2022-02-09_10_01.gpx,佐田岬と伽藍山,50.463046185756546,414,363.54,0.6345,2,1,0.1445,false,true,medium,medium,low,low_priority,exact_municipality_match,伊方町,,伊方町,"佐田岬三崎線, 伊方町, 西宇和郡, 愛媛県, 796-0822, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=伽藍山(#17); candidate=summit-candidate:40d5b4863907057a; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
17,伽藍山,summit-candidate:f3bf8b21a01f29ef,yamap_2025-10-23_16_38.gpx,堂堂山,408.84971455495605,414,5.15,0.49,3,3,0.1795,false,true,low,medium,low,low_priority,exact_municipality_match,伊方町,,伊方町,"鳥井喜木津線, 伊方越, 伊方町, 西宇和郡, 愛媛県, 796-0399, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|activity_link_ambiguous|timezone_sensitive_activity_link,top_3_with_evidence,low_priority_alternative,mountain=伽藍山(#17); candidate=summit-candidate:f3bf8b21a01f29ef; ref_score=0.49; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
18,塩ヶ森,summit-candidate:0c210f0edfbda06f,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,522.6766666666666,526,3.32,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0399, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=塩ヶ森(#18); candidate=summit-candidate:0c210f0edfbda06f; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
18,塩ヶ森,summit-candidate:24dc6cf37ce4e715,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,646.4833333333332,526,120.48,0.6345,2,4,0,false,false,medium,high,high,resolve_conflict,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0211, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=塩ヶ森(#18); candidate=summit-candidate:24dc6cf37ce4e715; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
18,塩ヶ森,summit-candidate:a637fbc518f58ac5,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,600.8033333333334,526,74.8,0.6345,3,3,0,false,true,medium,medium,low,low_priority,exact_municipality_match,東温市,,東温市,"南方, 東温市, 愛媛県, 791-0399, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=塩ヶ森(#18); candidate=summit-candidate:a637fbc518f58ac5; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
19,番駄ヶ森,summit-candidate:a637fbc518f58ac5,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,600.8033333333334,605,4.2,0.7875,1,1,0.102,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,東温市,,東温市,"南方, 東温市, 愛媛県, 791-0399, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=番駄ヶ森(#19); candidate=summit-candidate:a637fbc518f58ac5; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
19,番駄ヶ森,summit-candidate:24dc6cf37ce4e715,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,646.4833333333332,605,41.48,0.6855,2,3,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0211, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=番駄ヶ森(#19); candidate=summit-candidate:24dc6cf37ce4e715; ref_score=0.6855; ref_rank=2; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
19,番駄ヶ森,summit-candidate:d4dc6f2bbe1f994f,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,643.7166666666667,605,38.72,0.6855,3,3,0.051,false,true,medium,medium,low,low_priority,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0222, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=番駄ヶ森(#19); candidate=summit-candidate:d4dc6f2bbe1f994f; ref_score=0.6855; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
20,ケタ山,summit-candidate:24dc6cf37ce4e715,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,646.4833333333332,659,12.52,0.7365,1,2,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0211, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=ケタ山(#20); candidate=summit-candidate:24dc6cf37ce4e715; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
20,ケタ山,summit-candidate:d4dc6f2bbe1f994f,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,643.7166666666667,659,15.28,0.7365,2,2,0.102,false,true,medium,medium,high,check_close_alternatives,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0222, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,small_score_gap,mountain=ケタ山(#20); candidate=summit-candidate:d4dc6f2bbe1f994f; ref_score=0.7365; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
20,ケタ山,summit-candidate:0c210f0edfbda06f,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,522.6766666666666,659,136.32,0.6345,3,3,0,false,true,medium,medium,low,low_priority,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0399, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=ケタ山(#20); candidate=summit-candidate:0c210f0edfbda06f; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
21,大磨山,summit-candidate:24dc6cf37ce4e715,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,646.4833333333332,648,1.52,0.7875,1,1,0,true,true,medium,high,high,resolve_conflict,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0211, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=大磨山(#21); candidate=summit-candidate:24dc6cf37ce4e715; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
21,大磨山,summit-candidate:d4dc6f2bbe1f994f,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,643.7166666666667,648,4.28,0.7875,2,1,0.102,false,true,medium,medium,high,check_close_alternatives,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0222, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,small_score_gap,mountain=大磨山(#21); candidate=summit-candidate:d4dc6f2bbe1f994f; ref_score=0.7875; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
21,大磨山,summit-candidate:a637fbc518f58ac5,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,600.8033333333334,648,47.2,0.6855,3,2,0.051,false,true,medium,medium,low,low_priority,exact_municipality_match,東温市,,東温市,"南方, 東温市, 愛媛県, 791-0399, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=大磨山(#21); candidate=summit-candidate:a637fbc518f58ac5; ref_score=0.6855; ref_rank=3; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
22,鍵山（象ヶ森）,summit-candidate:c2491268ea5645b7,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,801.5633333333334,804,2.44,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=鍵山（象ヶ森）(#22); candidate=summit-candidate:c2491268ea5645b7; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
22,鍵山（象ヶ森）,summit-candidate:0c210f0edfbda06f,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,522.6766666666666,804,281.32,0.6345,2,5,0,false,false,medium,medium,low,low_priority,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0399, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_3_with_evidence,low_priority_alternative,mountain=鍵山（象ヶ森）(#22); candidate=summit-candidate:0c210f0edfbda06f; ref_score=0.6345; ref_rank=2; loc_level=exact_municipality_match; priority=medium; priority_reasons=top_3_with_evidence
22,鍵山（象ヶ森）,summit-candidate:24dc6cf37ce4e715,yamap_2022-02-11_08_26.gpx,塩ヶ森・番駄ヶ森・ケタ山・大磨山・鍵山（象ヶ森）,646.4833333333332,804,157.52,0.6345,3,5,0,false,false,medium,high,high,resolve_conflict,exact_municipality_match,東温市,,東温市,"東温市, 愛媛県, 791-0211, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=鍵山（象ヶ森）(#22); candidate=summit-candidate:24dc6cf37ce4e715; ref_score=0.6345; ref_rank=3; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
23,天神山,summit-candidate:543b4550a3ef3e87,yamap_2022-02-15_10_36.gpx,天神山・御幸寺山,195.11333333333334,200,4.89,0.7875,1,1,0.051,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,松山市,,松山市,"祝谷六丁目, 祝谷西町, 松山市, 愛媛県, 790-0833, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=天神山(#23); candidate=summit-candidate:543b4550a3ef3e87; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
23,天神山,summit-candidate:5aff666aa93b3a17,yamap_2022-03-20_07_06.gpx,大久保山・八里ヶ峠・中坂山・天神山・室岡山・潮見山,181.12,200,18.88,0.7365,2,3,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"平田町, 松山市, 愛媛県, 791-8004, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_candidate_for_multiple_mountains,shared_candidate,mountain=天神山(#23); candidate=summit-candidate:5aff666aa93b3a17; ref_score=0.7365; ref_rank=2; loc_level=exact_municipality_match; priority=high; priority_reasons=top_candidate_for_multiple_mountains
